"title","icon","rating","tagline","titles"
"Platforme Bridge","https://apps.shopifycdn.com/listing_images/7bb86175f47ba4c8a02ca9292b597338/icon/47f3093c2f23fe071ad60ee640d6d534.png?height=84&width=84",0,"Customisation and Made-to-Order for your business","Platforme Bridge	(0)"
"TopSale countdown timer banner","https://apps.shopifycdn.com/listing_images/d0ed4431e0a3db993222075da52836b6/icon/337d069ed2d79e2f22082d9afc36ae03.png?height=84&width=84",5,"Boost sales with banners, countdown timer, promotion popups","TopSale countdown timer banner	(5)"
"In Store Pickup Local Delivery","https://apps.shopifycdn.com/listing_images/ffb8ff71052b49a683519d83cc498da0/icon/5163832576196e39afd5c9fa74c4c1d7.png?height=84&width=84",5,"Curbside pickup and local delivery date time picker in one app","In Store Pickup Local Delivery	(5)"
"ポイントニンジャ‑Point Ninja‑","https://apps.shopifycdn.com/listing_images/3cb22ab5657d0f3e15b10e2758abdedd/icon/e75e6afb333e65c992957982bd9d7d00.png?height=84&width=84",0,"無料プランあり。ECサイト上で商品購入したユーザに商品に応じたポイントを付与し、ためたポイントでクーポンを発行するアプリ","ポイントニンジャ‑Point Ninja‑	(0)"
"AI similar image recognizer","https://apps.shopifycdn.com/listing_images/01d9747522b2603e2f1371b64fa260c7/icon/e1e692af2a32c29746c6f7de929ea384.png?height=84&width=84",0,"Find a similar product automatically","AI similar image recognizer	(0)"
"Creative Memory: Discount Game","https://apps.shopifycdn.com/listing_images/988dae68fb6ec9bb8f51d0e6fec1a271/icon/f7463a4982ce4721addfa3a2e2f8180f.png?height=84&width=84",0,"A gamified experience to attract visitors and collect emails.","Creative Memory: Discount Game	(0)"
"Search Magic","https://apps.shopifycdn.com/listing_images/689cab19b59cc894f750910654707763/icon/18236e4337d34946c77c163ceb518b4d.jpg?height=84&quality=90&width=84",5,"Affordable, featured-packed search for mobile and desktop.","Search Magic	(5)"
"Transcy ‑ Translate & Currency","https://apps.shopifycdn.com/listing_images/ca153fbdb5d5bc9bb3402f61073dbcb2/icon/afd6b69cef98da9d239dfa8ff8b6d0a7.png?height=84&width=84",4.8,"Translate your store into multi languages & convert currency","Transcy ‑ Translate & Currency	(4.8)"
"Couriier","https://apps.shopifycdn.com/listing_images/031e8c742ae554d765dcd0b63f147254/icon/527976ceb33d10f362628579d91d62d2.png?height=84&width=84",0,"Livraison express par coursiers à vélo.","Couriier	(0)"
"Contact via WhatsApp","https://apps.shopifycdn.com/listing_images/f842da2344096c7b7d3466ac34db4984/icon/c7672a65693fb8da896f77037c1d9986.png?height=84&width=84",5,"The fastest way to message your customers via WhatsApp","Contact via WhatsApp	(5)"
"Etsy Integration ‑ Quick Sync","https://apps.shopifycdn.com/listing_images/ddc1c8d369b9066e0eec6cef8abad24e/icon/72e043b0a64bdcf14939f887184008c3.png?height=84&width=84",3,"Sync your inventory with the Etsy integration. Connect it now!","Etsy Integration ‑ Quick Sync	(3)"
"Auto Price Update Pop Up","https://apps.shopifycdn.com/listing_images/e83bcfca8fb2802b4e92dc63ae68f5ad/icon/6c64202779cd1ea8a1eb026e65fc1b57.png?height=84&width=84",0,"Keep your prices recent- refresh the store for idle customers","Auto Price Update Pop Up	(0)"
"Bundle","https://apps.shopifycdn.com/listing_images/15d9d91a312b4541908464f66ed2c84b/icon/68b2fade34cc046e8aaeaa325ac4605b.jpg?height=84&quality=90&width=84",3.6,"Smart way to sell products as bundle and manage its inventory","Bundle	(3.6)"
"A2Z Migrations","https://apps.shopifycdn.com/listing_images/7d822b405eca0ed60e5ab51241e35747/icon/1f9dbed8be766239884e5e958f13775f.png?height=84&width=84",0,"Migrating Store Resources Across Platforms","A2Z Migrations	(0)"
"GrowthPhysics","https://apps.shopifycdn.com/listing_images/2de5de37b00255fe0212646822b6204c/icon/fcf4dfe985750034a45fab6f072b8167.png?height=84&width=84",0,"The easiest way to grow your eCommerce store with confidence.","GrowthPhysics	(0)"
"Appointment & Booking Pro","https://apps.shopifycdn.com/listing_images/505013803e6d2717761a54461618167a/icon/7dfc51f2ae11265c382067ad9658ef89.png?height=84&width=84",0,"For Sport, Education, Doctor and those who work by appointment","Appointment & Booking Pro	(0)"
"Spotlightify Product Discovery","https://apps.shopifycdn.com/listing_images/9d4982b35d093ade3a10ee8ed62bc0a7/icon/e8ad112582b08deb9debaaed4d295c00.png?height=84&width=84",0,"Get your store, products, and deals in front of new shoppers","Spotlightify Product Discovery	(0)"
"Discount Device","https://apps.shopifycdn.com/listing_images/edee1b178d24e6eefa2a33d7a778a2de/icon/185da93bc49903db3ed99f40e0df2bbe.png?height=84&width=84",5,"Your promotional tasks simplified","Discount Device	(5)"
"MailPlus Express Shipping","https://apps.shopifycdn.com/listing_images/d9fa19f0d9bd15d623c1dae0943fbc59/icon/03524b19b0b3110e9cf2b6e35546d0a1.jpeg?height=84&quality=90&width=84",0,"Fast, reliable, Australia-wide shipping for less.","MailPlus Express Shipping	(0)"
"FreshBooks","https://apps.shopifycdn.com/listing_images/d4e233d1306601eb97683a8d1e423912/icon/e182b48c4cfa5f9554cc34a128c24d2a.png?height=84&width=84",3.7,"Ridiculously easy-to-use small business accounting software","FreshBooks	(3.7)"
"Kimonix ‑ Auto Best Sellers","https://apps.shopifycdn.com/listing_images/5fed641c5adefb9394b3ef57e7afa1eb/icon/b3e18a39fec78af279145d8512db85a3.png?height=84&width=84",5,"Smart auto best sellers collection & product insights","Kimonix ‑ Auto Best Sellers	(5)"
"3D Product Slider & AR Visuals","https://apps.shopifycdn.com/listing_images/138114f885cd9d1461f7bb4c23327710/icon/2bff7e46dd6316317aac1aa85e7c5fc0.jpg?height=84&quality=90&width=84",3,"Create 3D models & integrate AR product visuals in your slider","3D Product Slider & AR Visuals	(3)"
"Vimando Dropshipping","https://apps.shopifycdn.com/listing_images/e137c7e804b552f50009091f60ae5219/icon/c146a4077e4973250083d97c560d2b26.png?height=84&width=84",0,"Wall decoration print-on-demand drop shipping service","Vimando Dropshipping	(0)"
"Prevent Content Copying","https://apps.shopifycdn.com/listing_images/20d628090ea2213c61317e0ccd2ebdcf/icon/25403e7e377270f04f7e13d274cdc3bc.jpg?height=84&quality=90&width=84",0,"Let's secure your precious content","Prevent Content Copying	(0)"
"EasyCSV","https://apps.shopifycdn.com/listing_images/49ad856e2e53f424c11f04dadf203149/icon/c8b7785b33aeba79895976192d440b82.png?height=84&width=84",0,"Import Product List CSV files & Google Sheets into your store","EasyCSV	(0)"
"Parabola","https://apps.shopifycdn.com/listing_images/fba72817a308cddb67ca84c3da4be4af/icon/8fca2889b7a833bb07309c2e9a2b6524.png?height=84&width=84",5,"Automate reporting and bulk operations without a developer","Parabola	(5)"
"Sales Pop ‑ Sales notification","https://apps.shopifycdn.com/listing_images/c5705c7decb4a5130ba118a71e4c6adf/icon/782fc2971f8dfabee3192938da114df9.png?height=84&width=84",4.9,"Social proof, Sales Pop urgency, Pop up, Sales notifications","Sales Pop ‑ Sales notification	(4.9)"
"Threekit 3D Configuration & AR","https://apps.shopifycdn.com/listing_images/8f44a1c54196c604abd1c52796d0b7d2/icon/038113c959c5dfc39907b251f9b24ecf.png?height=84&width=84",0,"Enable 3D & Augmented Reality for your Product Catalog!","Threekit 3D Configuration & AR	(0)"
"Pro Title Description Writer","https://apps.shopifycdn.com/listing_images/cb7aa36fe61b210b43654bda6f16b612/icon/bcc07d85dbed269c7e224425cdce0a7a.png?height=84&width=84",4.9,"Effective, handwritten title, tag and descriptions for stores","Pro Title Description Writer	(4.9)"
"AD Scroll To Top","https://apps.shopifycdn.com/listing_images/6b53dba9b66d9e062218dcd7de7915be/icon/6f96bf30337f0390594c1606fb266904.jpg?height=84&quality=90&width=84",5,"Allows the visitor to easily scroll back to top of the page","AD Scroll To Top	(5)"
"Ontrack Analytics App","https://apps.shopifycdn.com/listing_images/cebaf96b6067e0ccfb776b098b1ec8b3/icon/2b9ab0bf7fd7dcf99f5d17e4193122fa.png?height=84&width=84",4.9,"Automate analytics insights and increase sales on your stores!","Ontrack Analytics App	(4.9)"
"Product Reviews&Photo Reviews","https://apps.shopifycdn.com/listing_images/09091b6cd00984e0274d7210e00b7827/icon/ccba1d4f4fe4ee549d53e39b2ef0e049.jpg?height=84&quality=90&width=84",0,"Show products reviews and photo reviews","Product Reviews&Photo Reviews	(0)"
"Superbar","https://apps.shopifycdn.com/listing_images/7147baad0a73265200b9d28c3477ad69/icon/729206222b23a171f966216008dfecc4.png?height=84&width=84",5,"Powerful announcement bars that increase sales and conversions","Superbar	(5)"
"EasyTree: Upsell + Charity","https://apps.shopifycdn.com/listing_images/2197325e20277739f527315a5b0c2d84/icon/34c0332881c40027354d50d434c021e7.png?height=84&width=84",4,"Upsell your customers with planting a tree with their order","EasyTree: Upsell + Charity	(4)"
"Smart Upsell Free Shipping Bar","https://apps.shopifycdn.com/listing_images/a4416f32a543fc10a469255fbc5196b4/icon/ae7492ba0a5d9e10f505ff7c35d3c522.jpg?height=84&quality=90&width=84",0,"Boost your average order value with a free-shipping bar","Smart Upsell Free Shipping Bar	(0)"
"Smart Account Activate","https://apps.shopifycdn.com/listing_images/cb6c6f29f7dcc0306dd37396bb8eaa90/icon/821a8ca306c567bfe149e0fdfcf334ba.png?height=84&width=84",5,"User Password Activation Post Purchase","Smart Account Activate	(5)"
"Browser Tab Notification","https://apps.shopifycdn.com/listing_images/7da288a7af46172aab7e6b066d0d5eee/icon/d591fa9fd433fe70b7fdfaa7ed12ae81.png?height=84&width=84",5,"Reconvert inactive customers - Animate Tab Title and Favicon","Browser Tab Notification	(5)"
"Vimotia Video Marketing","https://apps.shopifycdn.com/listing_images/db599f71c89e077eba1d5a71f1dff8d2/icon/b0027e209000148460dc68a5e52c793a.jpg?height=84&quality=90&width=84",5,"Product video importer, editor, player, and analytics","Vimotia Video Marketing	(5)"
"Magic Pop‑Up","https://apps.shopifycdn.com/listing_images/f7e5d25d044d31b41e64745a4e174231/icon/c3fdf4135fdc0fe3a621943ed5e59baa.png?height=84&width=84",5,"High conversion fancy pop-up","Magic Pop‑Up	(5)"
"Easy Countdown Timer","https://apps.shopifycdn.com/listing_images/e2b2ce40a4b2fcbb04072b544cc4e956/icon/70167ca971371fe7a6fd21d06c94f86a.png?height=84&width=84",0,"Increase sales with urgency & trust","Easy Countdown Timer	(0)"
"AppJetty GeoIP Redirect","https://apps.shopifycdn.com/listing_images/aec48bc0156e857a2f28073256fb790c/icon/ed092c2caa67521632aeceeb4aaf6259.jpg?height=84&quality=90&width=84",0,"Localize user's experience with Geo IP based redirection","AppJetty GeoIP Redirect	(0)"
"Discount Bar & Viewed Products","https://apps.shopifycdn.com/listing_images/3e4fa00d7b695a26ab39a8cbec159150/icon/e332b38416d88198eb170e9783b76ecd.jpg?height=84&quality=90&width=84",0,"Show discount bar&recently viewed products to boost conversion","Discount Bar & Viewed Products	(0)"
"Happy Store Header Bar","https://apps.shopifycdn.com/listing_images/3053643d742b8f9970bd0772a9281c27/icon/68c85f3331f69b9ce388b0c20c3c3624.jpg?height=84&quality=90&width=84",0,"Add a happy store header bar to your store","Happy Store Header Bar	(0)"
"IP2Location Geo Redirector","https://apps.shopifycdn.com/listing_images/87af7ecbe4411c2f378964892c6197ed/icon/98b64d81cc1287414e20e811ef5c89a3.png?height=84&width=84",0,"Geo redirect website visitor by IP geolocation,country & state","IP2Location Geo Redirector	(0)"
"Free @ AliExpress Dropshipping","https://apps.shopifycdn.com/listing_images/b310ca1a7771776def6be025ce3f0559/icon/29136604c7f57c7ef436774aa465219e.png?height=84&width=84",5,"AliExpress Official PNR| Bulk Ali Order,BDL PROD,Auto,Oberlo +","Free @ AliExpress Dropshipping	(5)"
"Pixel Magic","https://apps.shopifycdn.com/listing_images/0ecc1537958b6a933053fea89942c72c/icon/48e67f7cb511e4cb1c7a317f028e448d.png?height=84&width=84",5,"Add and manage multiple pixels from any source with ease!","Pixel Magic	(5)"
"Simple AB Testing","https://apps.shopifycdn.com/listing_images/23362f8d726da5589e6a894f19d54dec/icon/a7cfd3f0943ff762ca1753c9f36979a8.jpg?height=84&quality=90&width=84",0,"Testing your performance by split your visitors.","Simple AB Testing	(0)"
"ZenSales","https://apps.shopifycdn.com/listing_images/8faa8e797c4068c6f565b65d8fc49b1f/icon/a6f08e391f045d04331410daf82d6916.png?height=84&width=84",0,"Ship Simply. Be Happy.","ZenSales	(0)"
"PrivacyPolicy‑Cookie&Age Check","https://apps.shopifycdn.com/listing_images/daf54aaee1bcb38341f535ae216ab372/icon/9c0190db198816a18cd1b73e3a30f44f.png?height=84&width=84",0,"Protect your store privacy security,Cookie Bar,AgeVerification","PrivacyPolicy‑Cookie&Age Check	(0)"
"Web Push Master, Cart Recovery","https://apps.shopifycdn.com/listing_images/e36ac6a36b0aef96858b7376fbfde42d/icon/338aa2ef8399f54ae3aaa1ae46a86583.png?height=84&width=84",5,"Recover abandoned carts, make more sales.","Web Push Master, Cart Recovery	(5)"
"Crowd Control Pledge Manager","https://apps.shopifycdn.com/listing_images/3a0a46462da7e81d99f4516457621e20/icon/8f07a6373ff4c6e8ec6c8dde12502761.jpg?height=84&quality=90&width=84",5,"Survey backers, manage pledges, and ship rewards","Crowd Control Pledge Manager	(5)"
"Unique Transactions Code","https://apps.shopifycdn.com/listing_images/1e980af4afedcd52a0f1b3189993816f/icon/0cb45beb95cba88a49f5bf132d2dfea4.png?height=84&width=84",5,"Helping you to check manual bank transfers descriptions","Unique Transactions Code	(5)"
"Offsettr","https://apps.shopifycdn.com/listing_images/e6cae071b3a85a01688ea298e5836da2/icon/167c0be211dcaadb73c367f19a242edd.png?height=84&width=84",5,"Go green with simple carbon offsetting","Offsettr	(5)"
"Signifyd ‑ Fraud Protection","https://apps.shopifycdn.com/listing_images/adb1d4e7a8537b18730ab69339a13ad4/icon/0ba300b4ea1fd346de95613a1d5bab35.png?height=84&width=84",4.3,"Maximize Revenue by Preventing Fraud Orders & Customer Abuse","Signifyd ‑ Fraud Protection	(4.3)"
"Friendly Accessibility Tools","https://apps.shopifycdn.com/listing_images/174761d903589d66dafcf51b8d355fc6/icon/e08aae4522581c1b54d42b2d405f5ccf.png?height=84&width=84",5,"A friendly toolkit makes your store accessible for Everyone","Friendly Accessibility Tools	(5)"
"Community Builder","https://apps.shopifycdn.com/listing_images/f2952e20a94de95f4852de2c905bf9d1/icon/c1cdb9d13cdeeeea5bc0c5df95a62331.png?height=84&width=84",5,"Build a facebook group community for your customers!","Community Builder	(5)"
"CoolRunner","https://apps.shopifycdn.com/listing_images/ab65fd3b9cb9d9e5dc5179fbf52e692b/icon/ff26d20503d4d7577a8c6a61f159da29.png?height=84&width=84",0,"Håndter levering af din ordre nemt og billigt.","CoolRunner	(0)"
"Honyack","https://apps.shopifycdn.com/listing_images/affddba42b0c51c10ef81f23676a85e7/icon/e98cc57e8510d6b1adc98e286c384b39.png?height=84&width=84",0,"Easy translation manager for global shop owners","Honyack	(0)"
"GetSync per Fatture in Cloud","https://apps.shopifycdn.com/listing_images/bd657468f5d5f8175f7dfa12ddd47c93/icon/949b60b836c94dffefad530bbafebbfb.png?height=84&width=84",0,"Fatture in Cloud finalmente connesso al tuo e-shop","GetSync per Fatture in Cloud	(0)"
"Currency Converter Pro by EA  ","https://apps.shopifycdn.com/listing_images/2269f4b364a04433493f4929713b3554/icon/eb2199514d17f0b38ea8124fc7ee712e.png?height=84&width=84",5,"Multi Currency Converter + Auto Currency Switcher FREE","Currency Converter Pro by EA  	(5)"
"Spocket ‑ US & EU Dropshipping","https://apps.shopifycdn.com/listing_images/f2494b274470d2d9771e8561be4dc5dd/icon/1903ea9dc14c7f866f34ebeda5f49067.png?height=84&width=84",4.6,"Drop shipping US/EU Winning Products. Works with Oberlo & Loox","Spocket ‑ US & EU Dropshipping	(4.6)"
"Offer Optimization","https://apps.shopifycdn.com/listing_images/2ac7cf7c13ab9bf3671efe769c4f0460/icon/8001ef039fb576c4824e18348e596805.jpg?height=84&quality=90&width=84",0,"The predictive power you need to deploy offers, profitably","Offer Optimization	(0)"
"ID.me Group Verification","https://apps.shopifycdn.com/listing_images/70caf97d63356f314e8615537751e4a9/icon/52abfb30f0fdd1b70189fecdcbf6a49f.png?height=84&width=84",0,"Verify customer eligibility to prevent fraud & increase sales.","ID.me Group Verification	(0)"
"Elegant Announcement","https://apps.shopifycdn.com/listing_images/7e31ea52a34e3ec55ede2b96186cd445/icon/493ca31ef0e7066f51c8fe0aa4e21d59.png?height=84&width=84",5,"Its not pop-up or top bar. Its unique user experience element!","Elegant Announcement	(5)"
"Product Warnings on Checkout","https://apps.shopifycdn.com/listing_images/73f409bed64ad92de15f0b514e54ee38/icon/f1a8292ee1dfcf5fcbd979eb94e36f5d.png?height=84&width=84",4.9,"Warning popups on Add to Cart or Checkout","Product Warnings on Checkout	(4.9)"
"Digital Products Pro","https://apps.shopifycdn.com/listing_images/9c97bc26444621896e58b9a329fae73d/icon/024ab589776d3e96b8732b0019c7deda.png?height=84&width=84",5,"Sell Digital Products with Confidence","Digital Products Pro	(5)"
"UI Ave Analytics","https://apps.shopifycdn.com/listing_images/df54e966a06fea50c4f32053ccc70982/icon/7b94661205784517dbde3b4aef9e23a7.png?height=84&width=84",5,"Find out where and why people are dropping off with Recordings","UI Ave Analytics	(5)"
"Speakease Reader","https://apps.shopifycdn.com/listing_images/24864cd9c90542bb041aa31ef642aa51/icon/b8cac26a4b3aaa5a077dc9432818ab96.png?height=84&width=84",0,"Reads product descriptions out loud","Speakease Reader	(0)"
"Stensiled Delivery Date App","https://apps.shopifycdn.com/listing_images/f13f24b06588c62707150ee5edec68f1/icon/04057929f9bb55b413d3e2b8a6830ea3.png?height=84&width=84",5,"Let Customer Select Their Order Delivery Date And Time","Stensiled Delivery Date App	(5)"
"360 Product Photography","https://apps.shopifycdn.com/listing_images/7da012827ef6069bc28197db03fd9b46/icon/98da38b5325c85167f7d7575685f637b.png?height=84&width=84",1,"Easy & Fast 360 product photography App. No hardware needed.","360 Product Photography	(1)"
"Shoppable Instagram Gallery","https://apps.shopifycdn.com/listing_images/68094bd29b0b3bf6b45c0125fd5abc07/icon/2d323e93039cb3160a7b5a55f88f098e.png?height=84&width=84",5,"Drive sales with an Instagram gallery with tagged products","Shoppable Instagram Gallery	(5)"
"Back in Stock & Restock Alerts","https://apps.shopifycdn.com/listing_images/9216cd5dd17ab1a38de2641bae109159/icon/6dc9ea2246701883245aabd9a7ad0797.jpg?height=84&quality=90&width=84",5,"Back in Stock Push & Email, Notify Me Alerts, Abandoned Cart","Back in Stock & Restock Alerts	(5)"
